timestamp,ip_address,port,data_received,is_suspicious
2026-04-25 23:28:56,2409:40f3:101c:91ca:4d9e:8d18:db90:2970,80,LOGIN | email=sdfghj.in | password=1234,False
2026-04-25 23:29:08,2402:3a80:4492:a48e:0:20:3ebb:a601,80,LOGIN | email=123@.in | password=1234,False
2026-04-29 02:40:10,127.0.0.1,80,LOGIN | email=dff.in | password=1234,False
2026-04-29 08:28:03,127.0.0.1,80,LOGIN | email=dfghjkl;.in | password=stt,False
2026-04-29 08:28:46,127.0.0.1,50031,GET / HTTP/1.0 Host: edportal.local,False
2026-04-29 08:28:48,127.0.0.1,50032,GET / HTTP/1.0 Host: edportal.local,False
2026-04-29 09:59:44,127.0.0.1,53114,GET / HTTP/1.0 Host: edportal.local,False
2026-04-29 09:59:46,127.0.0.1,53116,GET / HTTP/1.0 Host: edportal.local,False
2026-04-29 10:00:31,127.0.0.1,80,LOGIN | email=sdfghh.in | password=123,False
2026-04-29 10:09:43,103.89.233.206,80,LOGIN | email=naveen.in | password=pundachii,False
